Tennessee,Houston,09/28/25,K.Zeitler,OL,Brad Rogers,4,4,9:20,1,10,10,No,No,No,Offense
Houston,Tennessee,09/28/25,T.Howard,OL,Brad Rogers,4,4,6:48,1,10,10,No,No,Yes,Offense
Tennessee,Houston,09/28/25,J.Harrell,LB,Brad Rogers,4,4,4:51,0,0,10,No,No,No,Special Teams
New England,Carolina,09/28/25,D.Pettus,DB,Bill Vinovich,4,3,15:00,0,0,10,No,No,Yes,Special Teams
New England,Carolina,09/28/25,T.Henderson,RB,Bill Vinovich,4,3,13:30,3,5,10,No,No,Yes,Offense
Carolina,New England,09/28/25,D.Lewis,OL,Bill Vinovich,4,4,12:51,1,10,10,No,No,No,Offense
Carolina,New England,09/28/25,I.Ekwonu,OL,Bill Vinovich,4,4,10:22,4,2,0,Yes,No,No,Offense
LA Chargers,N.Y. Giants,09/28/25,Z.Johnson,OL,Shawn Hochuli,4,1,8:23,1,10,10,No,No,No,Offense
N.Y. Giants,LA Chargers,09/28/25,J.Schmitz,OL,Shawn Hochuli,4,3,12:22,2,10,10,No,No,Yes,Offense
LA Chargers,N.Y. Giants,09/28/25,C.Hart,DB,Shawn Hochuli,4,3,11:00,4,17,4,No,No,No,Special Teams
N.Y. Giants,LA Chargers,09/28/25,S.Bozeman,LB,Shawn Hochuli,4,3,7:05,4,9,0,Yes,No,Yes,Special Teams
N.Y. Giants,LA Chargers,09/28/25,N.Jones,DB,Shawn Hochuli,4,3,7:05,4,9,3,No,No,Yes,Special Teams
Philadelphia,Tampa Bay,09/28/25,P.Nickerson,DB,Alan Eck,4,2,9:50,4,7,10,No,No,No,Special Teams
Tampa Bay,Philadelphia,09/28/25,A.Nelson,LB,Alan Eck,4,2,6:10,0,0,10,No,No,Yes,Special Teams
Tampa Bay,Philadelphia,09/28/25,D.Culp,TE,Alan Eck,4,3,3:51,0,0,10,No,No,Yes,Special Teams
Tampa Bay,Philadelphia,09/28/25,P.Durham,TE,Alan Eck,4,4,13:41,1,10,10,No,No,Yes,Offense
LA Rams,Indianapolis,09/28/25,T.Higbee,TE,Carl Cheffers,4,1,9:08,1,10,10,No,No,Yes,Offense
Indianapolis,LA Rams,09/28/25,B.Raimann,OL,Carl Cheffers,4,1,5:59,3,15,10,No,No,No,Offense
LA Rams,Indianapolis,09/28/25,X.Smith,WR,Carl Cheffers,4,2,7:51,1,10,10,No,No,Yes,Offense
Indianapolis,LA Rams,09/28/25,D.Tucker,OL,Carl Cheffers,4,2,3:18,1,10,10,No,No,No,Offense
LA Rams,Indianapolis,09/28/25,C.Shelton,OL,Carl Cheffers,4,3,3:20,3,6,0,Yes,No,Yes,Offense
LA Rams,Indianapolis,09/28/25,J.Wallace,DB,Carl Cheffers,4,4,8:58,0,0,10,No,No,Yes,Special Teams
LA Rams,Indianapolis,09/28/25,K.Dotson,OL,Carl Cheffers,4,4,6:21,2,4,10,No,No,Yes,Offense
Indianapolis,LA Rams,09/28/25,A.Mitchell,WR,Carl Cheffers,4,4,2:25,1,10,10,No,No,No,Offense
Indianapolis,LA Rams,09/28/25,A.Ogletree,TE,Carl Cheffers,4,4,1:33,0,0,10,No,No,No,Special Teams
Jacksonville,San Francisco,09/28/25,A.Harrison,OL,Clete Blakeman,4,2,12:27,2,4,8,No,No,No,Offense
Jacksonville,San Francisco,09/28/25,W.Little,OL,Clete Blakeman,4,2,12:06,2,12,5,No,No,No,Offense
Jacksonville,San Francisco,09/28/25,B.Strange,TE,Clete Blakeman,4,3,5:25,2,3,10,No,No,No,Offense
Jacksonville,San Francisco,09/28/25,B.Thomas,WR,Clete Blakeman,4,4,4:38,1,10,10,No,No,No,Offense
Baltimore,Kansas City,09/28/25,D.Walker,WR,Clay Martin,4,2,10:00,0,0,10,No,No,No,Special Teams
Baltimore,Kansas City,09/28/25,D.Faalele,OL,Clay Martin,4,2,1:27,3,1,0,Yes,No,No,Offense
Kansas City,Baltimore,09/28/25,W.Morris,OL,Clay Martin,4,4,5:01,2,10,10,No,No,Yes,Offense
Las Vegas,Chicago,09/28/25,J.Meyers,WR,Adrian Hill,4,1,9:05,2,1,10,No,No,Yes,Offense
Chicago,Las Vegas,09/28/25,O.Zaccheaus,WR,Adrian Hill,4,2,5:34,3,12,10,No,No,No,Offense
Las Vegas,Chicago,09/28/25,J.Shorter,WR,Adrian Hill,4,2,0:53,0,0,10,No,No,Yes,Special Teams
